id,target
1061,0
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,1
1110,1
1111,1
1112,0
1113,0
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,1
1128,0
1129,0
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,1
1140,1
1141,0
1142,0
1143,1
1144,1
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,1
1162,0
1163,0
1164,1
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,1
1183,0
1184,1
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,1
1192,1
1193,1
1194,0
1195,0
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,0
1219,1
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,0
1227,0
1228,0
1229,1
1230,1
1231,0
1232,1
1233,1
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,0
1253,0
1254,1
1255,1
1256,1
1257,1
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,0
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,1
1275,0
1276,1
1277,1
1278,1
1279,0
1280,0
1281,1
1282,0
1283,1
1284,1
1285,1
1286,0
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,0
1295,1
1296,0
1297,1
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,1
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,1
1329,0
1330,0
1331,1
1332,1
1333,1
1334,1
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,1
1347,1
1348,1
1349,0
1350,1
1351,1
1352,0
1353,0
1354,1
1355,1
1356,0
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,1
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,0
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,0
1397,0
1398,1
1399,1
1400,1
1401,1
1402,0
1403,0
1404,0
1405,1
1406,0
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,1
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,0
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,0
1452,1
1453,1
1454,1
1455,1
1456,1
1457,0
1458,1
1459,1
1460,1
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,1
1470,0
1471,1
1472,1
1473,1
1474,1
1475,0
1476,1
1477,1
1478,1
1479,1
1480,0
1481,0
1482,0
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,0
1491,1
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,1
1507,0
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,0
1517,0
1518,0
1519,1
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,1
1540,1
1541,1
1542,0
1543,1
1544,0
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,0
1576,1
1577,0
1578,1
1579,0
1580,1
1581,1
1582,0
1583,0
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0
1591,0
1592,0
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,0
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,1
1608,0
1609,1
1610,1
1611,0
1612,1
1613,1
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,0
1632,1
1633,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,1
1647,0
1648,0
1649,1
1650,0
1651,0
1652,0
1653,1
1654,0
1655,1
1656,1
1657,1
1658,1
1659,1
1660,0
1661,1
1662,1
1663,1
1664,1
1665,0
1666,1
1667,1
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,0
1698,0
1699,1
1700,1
1701,1
1702,1
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,1
1711,0
1712,1
1713,1
1714,1
1715,0
1716,1
1717,1
1718,1
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,0
1743,1
1744,1
1745,0
1746,0
1747,0
1748,0
1749,0
1750,1
1751,1
1752,1
1753,1
1754,0
1755,1
1756,0
1757,1
1758,1
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,0
1766,1
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,1
1778,1
1779,0
1780,1
1781,0
1782,0
1783,0
1784,0
1785,1
1786,0
1787,1
1788,1
1789,0
1790,0
1791,0
1792,1
1793,0
1794,1
1795,1
1796,0
1797,1
1798,1
1799,1
1800,0
1801,0
1802,0
1803,1
1804,1
1805,1
1806,1
1807,0
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,1
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,1
1857,0
1858,1
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,1
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,0
1883,1
1884,1
1885,1
1886,0
1887,0
1888,1
1889,0
1890,0
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,0
1898,1
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,1
1918,0
1919,0
1920,0
1921,1
1922,1
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,0
1930,1
1931,1
1932,0
1933,1
1934,0
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,1
1958,1
1959,0
1960,1
1961,1
1962,0
1963,1
1964,0
1965,0
1966,1
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,1
1989,0
1990,1
1991,1
1992,1
1993,0
1994,0
1995,0
1996,1
1997,1
1998,1
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,1
2006,1
2007,0
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,1
2027,0
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,0
2040,1
2041,0
2042,0
2043,0
2044,1
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,1
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,1
2068,1
2069,1
2070,1
2071,1
2072,0
2073,0
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,0
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,0
2119,1
2120,1
2121,0
2122,0
2123,0
2124,1
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,1
2132,1
2133,0
2134,0
2135,0
2136,0
2137,1
2138,1
2139,1
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,1
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,0
2159,1
2160,1
2161,1
2162,1
2163,0
2164,0
2165,1
2166,1
2167,0
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,1
2176,1
2177,1
2178,0
2179,0
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,1
2187,0
2188,0
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,1
2196,0
2197,0
2198,1
2199,1
2200,1
2201,0
2202,1
2203,1
2204,1
2205,1
2206,0
2207,1
2208,1
2209,1
2210,1
2211,0
2212,1
2213,0
2214,1
2215,1
2216,0
2217,1
2218,1
2219,1
2220,0
2221,1
2222,1
2223,1
2224,0
2225,1
2226,1
2227,0
2228,1
2229,0
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,0
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,0
2252,0
2253,0
2254,1
2255,1
2256,0
2257,1
2258,1
2259,0
2260,0
2261,1
2262,1
2263,1
2264,0
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,0
2272,1
2273,1
2274,0
2275,1
2276,0
2277,0
2278,1
2279,1
2280,1
2281,0
2282,1
2283,0
2284,0
2285,1
2286,1
2287,0
2288,0
2289,0
2290,1
2291,1
2292,0
2293,0
2294,0
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,0
2309,0
2310,0
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,1
2319,0
2320,1
2321,0
2322,0
2323,0
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,0
2332,1
2333,1
2334,0
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,0
2349,0
2350,1
2351,1
2352,0
2353,1
2354,1
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,0
2363,0
2364,1
2365,1
2366,1
2367,0
2368,1
2369,0
2370,1
2371,1
2372,1
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,1
2384,1
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,0
2396,1
2397,1
2398,1
2399,0
2400,1
2401,0
2402,1
2403,1
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,0
2421,1
2422,1
2423,1
2424,1
2425,0
2426,0
2427,1
2428,0
2429,1
2430,1
2431,0
2432,1
2433,0
2434,0
2435,1
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,0
2454,1
2455,1
2456,0
2457,0
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,1
2489,1
2490,1
2491,0
2492,0
2493,1
2494,0
2495,0
2496,1
2497,1
2498,1
2499,0
2500,1
2501,1
2502,1
2503,1
2504,0
2505,1
2506,1
2507,1
2508,1
2509,1
2510,0
2511,0
2512,1
2513,1
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,0
2538,0
2539,1
2540,0
2541,1
2542,0
2543,0
2544,1
2545,1
2546,1
2547,0
2548,1
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,0
2559,1
2560,1
2561,1
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,1
2574,0
2575,0
2576,1
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,1
2588,1
2589,0
2590,0
2591,0
2592,0
2593,0
2594,1
2595,0
2596,0
2597,1
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,1
2616,1
2617,1
2618,0
2619,1
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2626,0
2627,1
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,0
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,0
2663,1
2664,1
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,0
2676,1
2677,0
2678,1
2679,1
2680,0
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,1
2691,1
2692,1
2693,0
2694,1
2695,1
2696,0
2697,0
2698,1
2699,0
2700,0
2701,0
2702,0
2703,1
2704,0
2705,0
2706,1
2707,1
2708,1
2709,1
2710,0
2711,0
2712,1
2713,1
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,0
2725,1
2726,1
2727,1
2728,0
2729,1
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,1
2739,1
2740,0
2741,0
2742,0
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,0
2752,1
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,1
2768,1
2769,1
2770,1
2771,1
2772,0
2773,1
2774,1
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,0
2794,1
2795,1
2796,1
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,1
2810,0
2811,0
2812,0
2813,1
2814,1
2815,0
2816,1
2817,0
2818,0
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,1
2835,1
2836,0
2837,1
2838,1
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,0
2852,0
2853,0
2854,1
2855,0
2856,1
2857,0
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,0
2873,1
2874,1
2875,1
2876,0
2877,0
2878,1
2879,1
2880,1
2881,0
2882,1
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,0
2908,0
2909,1
2910,0
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,0
2921,0
2922,0
2923,1
2924,0
2925,1
2926,0
2927,0
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,1
2941,1
2942,0
2943,1
2944,1
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,0
2952,1
2953,0
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,1
2963,1
2964,1
2965,1
2966,1
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,0
2981,1
2982,1
2983,1
2984,0
2985,1
2986,1
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
2995,0
2996,1
2997,0
