id,target
0,0
1,1
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,1
16,0
17,1
18,0
19,0
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,0
28,0
29,0
30,1
31,1
32,1
33,0
34,0
35,0
36,0
37,1
38,1
39,0
40,0
41,0
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,1
57,1
58,0
59,0
60,1
61,1
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,1
81,0
82,1
83,0
84,0
85,0
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,0
96,1
97,0
98,0
99,0
100,1
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,1
109,0
110,0
111,0
112,1
113,1
114,1
115,0
116,1
117,0
118,0
119,1
120,1
121,1
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,0
133,1
134,0
135,1
136,1
137,1
138,1
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,0
147,1
148,1
149,1
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,0
159,0
160,1
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,0
172,1
173,1
174,0
175,0
176,1
177,0
178,1
179,0
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,1
191,1
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,0
200,0
201,1
202,1
203,1
204,1
205,1
206,0
207,0
208,1
209,0
210,0
211,0
212,1
213,0
214,0
215,1
216,0
217,1
218,1
219,0
220,1
221,0
222,1
223,0
224,1
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,1
233,0
234,0
235,0
236,0
237,1
238,1
239,0
240,0
241,1
242,0
243,0
244,0
245,1
246,0
247,1
248,1
249,1
250,0
251,1
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,1
268,1
269,0
270,1
271,1
272,1
273,0
274,1
275,1
276,1
277,0
278,0
279,0
280,1
281,1
282,1
283,1
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,1
294,1
295,1
296,1
297,0
298,0
299,0
300,0
301,1
302,0
303,1
304,0
305,1
306,1
307,1
308,1
309,0
310,1
311,0
312,0
313,1
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,0
322,0
323,0
324,0
325,0
326,1
327,0
328,1
329,0
330,0
331,0
332,0
333,1
334,1
335,1
336,1
337,0
338,0
339,1
340,1
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,0
349,0
350,1
351,1
352,1
353,1
354,0
355,1
356,0
357,1
358,0
359,0
360,1
361,0
362,1
363,1
364,1
365,0
366,0
367,0
368,1
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,0
400,1
401,1
402,1
403,1
404,0
405,0
406,0
407,1
408,1
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,1
419,0
420,1
421,1
422,0
423,1
424,1
425,0
426,0
427,1
428,0
429,1
430,0
431,1
432,1
433,1
434,1
435,0
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,0
444,1
445,0
446,0
447,1
448,1
449,0
450,0
451,0
452,1
453,1
454,0
455,0
456,1
457,1
458,1
459,1
460,1
461,1
462,0
463,0
464,0
465,0
466,1
467,0
468,0
469,1
470,0
471,0
472,1
473,0
474,1
475,1
476,0
477,1
478,0
479,1
480,0
481,1
482,1
483,0
484,1
485,0
486,0
487,1
488,0
489,0
490,0
491,0
492,1
493,0
494,0
495,0
496,1
497,0
498,0
499,1
500,0
501,1
502,0
503,0
504,1
505,0
506,1
507,0
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,0
517,1
518,0
519,0
520,0
521,1
522,0
523,0
524,1
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,0
535,0
536,0
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,0
545,0
546,1
547,1
548,1
549,1
550,1
551,0
552,0
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,0
565,1
566,1
567,1
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,1
576,0
577,1
578,0
579,1
580,1
581,0
582,1
583,0
584,0
585,1
586,0
587,1
588,1
589,1
590,1
591,0
592,0
593,0
594,1
595,0
596,0
597,0
598,1
599,1
600,0
601,1
602,1
603,1
604,0
605,0
606,0
607,1
608,1
609,0
610,1
611,0
612,0
613,0
614,1
615,0
616,1
617,1
618,1
619,1
620,1
621,0
622,1
623,0
624,1
625,1
626,0
627,1
628,1
629,0
630,0
631,0
632,1
633,0
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,0
642,0
643,1
644,1
645,1
646,0
647,0
648,0
649,1
650,1
651,0
652,0
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,0
673,0
674,0
675,0
676,0
677,1
678,0
679,1
680,0
681,0
682,1
683,0
684,1
685,1
686,0
687,0
688,0
689,0
690,0
691,1
692,1
693,1
694,1
695,1
696,0
697,1
698,1
699,0
700,0
701,0
702,1
703,1
704,0
705,1
706,0
707,1
708,0
709,1
710,0
711,0
712,1
713,1
714,0
715,1
716,1
717,0
718,0
719,0
720,1
721,0
722,1
723,0
724,1
725,1
726,0
727,0
728,1
729,1
730,0
731,0
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,0
747,1
748,0
749,0
750,0
751,0
752,0
753,0
754,1
755,1
756,0
757,1
758,0
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,0
767,0
768,1
769,1
770,0
771,1
772,0
773,0
774,1
775,0
776,1
777,0
778,0
779,1
780,0
781,0
782,0
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,1
792,1
793,1
794,1
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,1
803,1
804,0
805,1
806,1
807,1
808,1
809,0
810,1
811,1
812,1
813,0
814,0
815,0
816,0
817,0
818,1
819,1
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,0
828,0
829,1
830,0
831,0
832,1
833,1
834,1
835,0
836,0
837,1
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,0
846,1
847,0
848,1
849,1
850,1
851,0
852,1
853,1
854,1
855,1
856,0
857,1
858,1
859,0
860,1
861,1
862,0
863,0
864,0
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,1
873,1
874,0
875,1
876,0
877,1
878,1
879,0
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,0
895,1
896,1
897,0
898,1
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,0
922,0
923,0
924,1
925,0
926,1
927,0
928,1
929,0
930,1
931,0
932,1
933,1
934,0
935,1
936,0
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,1
945,1
946,0
947,1
948,1
949,1
950,0
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,1
959,0
960,0
961,1
962,1
963,1
964,0
965,0
966,1
967,1
968,0
969,1
970,0
971,0
972,1
973,1
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,0
984,0
985,1
986,1
987,1
988,1
989,0
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,1
1029,1
1030,1
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,1
1057,1
1058,1
1059,1
1060,0
